,state,divisionnm_x,pollingplaceid,pollingplacenm,premisesnm,premisessuburb,premisespostcode,latitude,longitude,liberal/national coalition votes,liberal/national coalition percentage,australian labor party votes,australian labor party percentage,totalvotes,SA2_MAIN16,SA2_NAME16,GCC_CODE16,STE_NAME16,AREASQKM16
1706,NSW,Mackellar,1725,Dee Why,Dee Why Public School,DEE WHY,2099.0,-33.7486,151.286,1170,54.93,960,45.07,2130,122031426,Dee Why - North Curl Curl,1GSYD,New South Wales,4.0732
1707,NSW,Mackellar,1726,Dee Why Central (Mackellar),St Kevins Church Hall,DEE WHY,2099.0,-33.7543,151.29,656,55.78,520,44.22,1176,122031426,Dee Why - North Curl Curl,1GSYD,New South Wales,4.0732
1708,NSW,Mackellar,11965,Dee Why East (Mackellar),St John's Anglican Church,DEE WHY,2099.0,-33.754581200000004,151.2922257,614,53.77,528,46.23,1142,122031426,Dee Why - North Curl Curl,1GSYD,New South Wales,4.0732
1709,NSW,Mackellar,83528,Dee Why North,Dee Why PCYC,DEE WHY,2099.0,-33.750339600000004,151.2862494,187,48.07,202,51.93,389,122031426,Dee Why - North Curl Curl,1GSYD,New South Wales,4.0732
1710,NSW,Mackellar,30123,Divisional Office (PREPOLL),Divisional Office,MONA VALE,2103.0,-33.678099700000004,151.30166709999997,0,0.0,0,0.0,0,122021423,Warriewood - Mona Vale,1GSYD,New South Wales,11.6627
1711,NSW,Mackellar,1727,Elanora Heights,Elanora Heights Public School,ELANORA HEIGHTS,2101.0,-33.7027,151.284,1078,60.43,706,39.57,1784,122021423,Warriewood - Mona Vale,1GSYD,New South Wales,11.6627
1712,NSW,Mackellar,57630,Forestville (Mackellar),Forestville Public School,FORESTVILLE,2087.0,-33.7615289,151.2115291,988,60.91,634,39.09,1622,122031427,Forestville - Killarney Heights,1GSYD,New South Wales,8.9311
1713,NSW,Mackellar,192,Frenchs Forest (Mackellar),Frenchs Forest Public School,FRENCHS FOREST,2086.0,-33.7519545,151.2242559,1029,63.75,585,36.25,1614,122031428,Frenchs Forest - Belrose,1GSYD,New South Wales,30.1321
1714,NSW,Mackellar,189,Frenchs Forest East,The Forest High School,FRENCHS FOREST,2086.0,-33.7499,151.231,985,62.22,598,37.78,1583,122031428,Frenchs Forest - Belrose,1GSYD,New South Wales,30.1321
1715,NSW,Mackellar,83949,Frenchs Forest MACKELLAR PPVC,Yo-Yo's Forest Youth Centre,FRENCHS FOREST,2086.0,-33.7497919,151.2251861,1830,68.57,839,31.43,2669,122031428,Frenchs Forest - Belrose,1GSYD,New South Wales,30.1321
1716,NSW,Mackellar,205,Frenchs Forest North,Mimosa Public School,FRENCHS FOREST,2086.0,-33.7439,151.204,1411,66.46,712,33.54,2123,122031428,Frenchs Forest - Belrose,1GSYD,New South Wales,30.1321
1717,NSW,Mackellar,65234,Manly MACKELLAR PPVC,"Shop 2, 2-4 Roger St",BROOKVALE,2100.0,-33.7660421,151.26954819999997,3886,63.67,2217,36.33,6103,122031429,Freshwater - Brookvale,1GSYD,New South Wales,7.1838
1718,NSW,Mackellar,1729,Mona Vale,Mona Vale Memorial Hall,MONA VALE,2103.0,-33.6765,151.304,1550,62.22,941,37.78,2491,122021423,Warriewood - Mona Vale,1GSYD,New South Wales,11.6627
1719,NSW,Mackellar,1730,Mona Vale Beach,Tengah,MONA VALE,2103.0,-33.6734266,151.3076036,256,61.69,159,38.31,415,122021423,Warriewood - Mona Vale,1GSYD,New South Wales,11.6627
1720,NSW,Mackellar,33074,Mona Vale North,Pittwater High School,MONA VALE,2103.0,-33.669376799999995,151.3028793,1326,67.17,648,32.83,1974,122021423,Warriewood - Mona Vale,1GSYD,New South Wales,11.6627
1721,NSW,Mackellar,33701,Mona Vale PPVC,Bungan Court,MONA VALE,2103.0,-33.677616,151.3022339,9111,66.7,4549,33.3,13660,122021423,Warriewood - Mona Vale,1GSYD,New South Wales,11.6627
1722,NSW,Mackellar,83503,Mona Vale South,Mona Vale Public School,MONA VALE,2103.0,-33.6779054,151.30099019999997,754,61.85,465,38.15,1219,122021423,Warriewood - Mona Vale,1GSYD,New South Wales,11.6627
1723,NSW,Mackellar,1732,Narrabeen,Narrabeen Lakes Public School,NARRABEEN,2101.0,-33.7203,151.298,1114,58.14,802,41.86,1916,122031431,Narrabeen - Collaroy,1GSYD,New South Wales,7.1622
1724,NSW,Mackellar,1728,Narrabeen East,Lakes Parish Hall,NARRABEEN,2101.0,-33.7128,151.299,990,62.34,598,37.66,1588,122031431,Narrabeen - Collaroy,1GSYD,New South Wales,7.1622
1725,NSW,Mackellar,1733,Narrabeen North,Narrabeen Sports High School,NORTH NARRABEEN,2101.0,-33.7007979,151.2975472,1047,62.69,623,37.31,1670,122021423,Warriewood - Mona Vale,1GSYD,New South Wales,11.6627
1726,NSW,Mackellar,1740,Narrabeen South,RSL Lifecare,NARRABEEN,2101.0,-33.7227,151.286,373,67.94,176,32.06,549,122031431,Narrabeen - Collaroy,1GSYD,New South Wales,7.1622
1727,NSW,Mackellar,1734,Narraweena,Narraweena Public School,NARRAWEENA,2099.0,-33.7493,151.273,1549,60.51,1011,39.49,2560,122031424,Beacon Hill - Narraweena,1GSYD,New South Wales,4.3406
1728,NSW,Mackellar,83519,Narraweena East,Narraweena Community Centre,NARRAWEENA,2099.0,-33.7520245,151.2749382,253,57.76,185,42.24,438,122031424,Beacon Hill - Narraweena,1GSYD,New South Wales,4.3406
1729,NSW,Mackellar,1735,Newport,Newport Public School,NEWPORT,2106.0,-33.660585100000006,151.31332719999997,1130,62.67,673,37.33,1803,122021422,Newport - Bilgola,1GSYD,New South Wales,5.7981
1730,NSW,Mackellar,1736,Newport Beach,Newport Surf Club,NEWPORT,2106.0,-33.653509,151.322793,1136,60.52,741,39.48,1877,122021422,Newport - Bilgola,1GSYD,New South Wales,5.7981
1731,NSW,Mackellar,1737,Palm Beach,Palm Beach Kindergarten,PALM BEACH,2108.0,-33.602557700000006,151.3189969,521,65.78,271,34.22,792,122021420,Avalon - Palm Beach,1GSYD,New South Wales,8.6057
1735,NSW,Mackellar,31629,Sydney (Mackellar),Sydney Town Hall,SYDNEY,2000.0,-33.8730501,151.20645280000002,21,41.18,30,58.82,51,117031337,Sydney - Haymarket - The Rocks,1GSYD,New South Wales,4.2934
1736,NSW,Mackellar,97608,Sydney MACKELLAR PPVC,Royal Exchange Building,SYDNEY,2000.0,-33.8638565,151.2092587,283,67.87,134,32.13,417,117031337,Sydney - Haymarket - The Rocks,1GSYD,New South Wales,4.2934
1737,NSW,Mackellar,1739,Terrey Hills,Terrey Hills Public School,TERREY HILLS,2084.0,-33.6853625,151.223182,1416,71.12,575,28.88,1991,122031432,Terrey Hills - Duffys Forest,1GSYD,New South Wales,70.5438
1738,NSW,Mackellar,11966,Warriewood,Ted Blackwood Youth & Community Centre,WARRIEWOOD,2102.0,-33.6969,151.299,1431,63.49,823,36.51,2254,122021423,Warriewood - Mona Vale,1GSYD,New South Wales,11.6627
1739,NSW,Mackellar,83531,Warriewood East,Nelson Heather Centre,WARRIEWOOD,2102.0,-33.69727,151.300183,229,64.87,124,35.13,353,122021423,Warriewood - Mona Vale,1GSYD,New South Wales,11.6627
1740,NSW,Mackellar,1741,Wheeler Heights,Wheeler Heights Public School,WHEELER HEIGHTS,2097.0,-33.7280915,151.2861959,1200,64.76,653,35.24,1853,122031431,Narrabeen - Collaroy,1GSYD,New South Wales,7.1622
1741,NSW,Macquarie,1748,Bilpin,Bilpin District Hall,BILPIN,2758.0,-33.4979864,150.5122648,275,50.37,271,49.63,546,115031299,Bilpin - Colo - St Albans,1GSYD,New South Wales,2160.1601
1742,NSW,Macquarie,1749,Blackheath,Blackheath Public School,BLACKHEATH,2785.0,-33.6392,150.286,609,28.88,1500,71.12,2109,124011449,Blackheath - Megalong Valley,1GSYD,New South Wales,139.2166
1743,NSW,Macquarie,1475,Blaxland,Blaxland High School,BLAXLAND,2774.0,-33.7548,150.605,518,45.04,632,54.96,1150,124011450,Blaxland - Warrimoo - Lapstone,1GSYD,New South Wales,29.6935
1744,NSW,Macquarie,1476,Blaxland East,Blaxland East Public School,EAST BLAXLAND,2774.0,-33.7468,150.623,1096,44.92,1344,55.08,2440,124011450,Blaxland - Warrimoo - Lapstone,1GSYD,New South Wales,29.6935
1745,NSW,Macquarie,8874,Bligh Park,Bligh Park Public School,BLIGH PARK,2756.0,-33.6393,150.79399999999998,1261,61.09,803,38.91,2064,124041467,Windsor - Bligh Park,1GSYD,New South Wales,22.73
1746,NSW,Macquarie,32744,Bligh Park East,Windsor Park Public School,BLIGH PARK,2756.0,-33.6413,150.814,578,56.78,440,43.22,1018,124041467,Windsor - Bligh Park,1GSYD,New South Wales,22.73
1747,NSW,Macquarie,65414,BLV Macquarie PPVC,BLV Macquarie,PENRITH,2750.0,-33.752016999999995,150.690599,9,64.29,5,35.71,14,124031464,Penrith,1GSYD,New South Wales,10.3941
1748,NSW,Macquarie,1755,Cattai,Cattai Public School,CATTAI,2756.0,-33.5588,150.907,141,69.46,62,30.54,203,115041301,Pitt Town - McGraths Hill,1GSYD,New South Wales,81.5516
1749,NSW,Macquarie,1756,Colo Heights,Horrie Eley Memorial Hall,COLO HEIGHTS,2756.0,-33.3728,150.739,103,57.87,75,42.13,178,115031299,Bilpin - Colo - St Albans,1GSYD,New South Wales,2160.1601
1750,NSW,Macquarie,30124,Divisional Office (PREPOLL),Divisional Office,PENRITH,2750.0,-33.752158,150.690381,29,65.91,15,34.09,44,124031464,Penrith,1GSYD,New South Wales,10.3941
1751,NSW,Macquarie,1759,Ebenezer,Ebenezer Public School,EBENEZER,2756.0,-33.5307,150.877,594,70.71,246,29.29,840,115031300,Kurrajong Heights - Ebenezer,1GSYD,New South Wales,331.85
1752,NSW,Macquarie,97409,Emu Plains MACQUARIE PPVC,3/116 Old Bathurst Rd,EMU PLAINS,2750.0,-33.75206,150.65967,397,49.69,402,50.31,799,124031459,Emu Plains - Leonay,1GSYD,New South Wales,13.794
1753,NSW,Macquarie,1761,Faulconbridge,Springwood High School,FAULCONBRIDGE,2776.0,-33.6858,150.549,631,37.76,1040,62.24,1671,124011454,Springwood - Winmalee,1GSYD,New South Wales,69.6647
1754,NSW,Macquarie,1763,Freemans Reach,Hawkesbury High School,FREEMANS REACH,2756.0,-33.5594,150.797,842,69.36,372,30.64,1214,115031300,Kurrajong Heights - Ebenezer,1GSYD,New South Wales,331.85
1755,NSW,Macquarie,1485,Glenbrook,Glenbrook Public School,GLENBROOK,2773.0,-33.7663,150.61700000000002,896,49.37,919,50.63,1815,124011450,Blaxland - Warrimoo - Lapstone,1GSYD,New South Wales,29.6935
1756,NSW,Macquarie,1765,Glossodia,Glossodia Community Centre,GLOSSODIA,2756.0,-33.534209999999995,150.7663138,767,62.51,460,37.49,1227,115031300,Kurrajong Heights - Ebenezer,1GSYD,New South Wales,331.85
1757,NSW,Macquarie,1766,Grose Wold,Grose View Public School,GROSE WOLD,2753.0,-33.5957,150.666,548,60.35,360,39.65,908,115031300,Kurrajong Heights - Ebenezer,1GSYD,New South Wales,331.85
1758,NSW,Macquarie,1768,Hazelbrook,Hazelbrook Public School,HAZELBROOK,2779.0,-33.7269,150.459,465,29.69,1101,70.31,1566,124011453,Lawson - Hazelbrook - Linden,1GSYD,New South Wales,46.8873
1759,NSW,Macquarie,1769,Hobartville,Hobartville Public School,HOBARTVILLE,2753.0,-33.6033,150.74200000000002,780,53.79,670,46.21,1450,124041466,Richmond - Clarendon,1GSYD,New South Wales,74.6728
1760,NSW,Macquarie,1771,Katoomba,Katoomba Public School,KATOOMBA,2780.0,-33.7195074,150.31394450000002,199,21.13,743,78.87,942,124011452,Katoomba - Leura,1GSYD,New South Wales,40.8734
1761,NSW,Macquarie,1775,Katoomba Central,St Canice's Church Hall,KATOOMBA,2780.0,-33.715759999999996,150.31166000000002,273,23.66,881,76.34,1154,124011452,Katoomba - Leura,1GSYD,New South Wales,40.8734
1762,NSW,Macquarie,1774,Katoomba North,Katoomba North Public School,KATOOMBA,2780.0,-33.6992,150.316,281,27.77,731,72.23,1012,124011452,Katoomba - Leura,1GSYD,New South Wales,40.8734
1763,NSW,Macquarie,34037,Katoomba PPVC,11-12/81-83 Katoomba St,KATOOMBA,2780.0,-33.7125,150.31194399999998,2175,32.9,4435,67.1,6610,124011452,Katoomba - Leura,1GSYD,New South Wales,40.8734
1764,NSW,Macquarie,1776,Kurmond,Kurmond Public School,KURMOND,2757.0,-33.5499,150.69299999999998,668,67.89,316,32.11,984,115031300,Kurrajong Heights - Ebenezer,1GSYD,New South Wales,331.85
1765,NSW,Macquarie,1777,Kurrajong,Kurrajong Public School,KURRAJONG,2758.0,-33.5555,150.662,844,60.37,554,39.63,1398,115031300,Kurrajong Heights - Ebenezer,1GSYD,New South Wales,331.85
1766,NSW,Macquarie,1778,Kurrajong East,Kurrajong East Public School,EAST KURRAJONG,2758.0,-33.510999999999996,150.778,426,66.15,218,33.85,644,115031300,Kurrajong Heights - Ebenezer,1GSYD,New South Wales,331.85
1767,NSW,Macquarie,1757,Kurrajong North,Comleroy Road Public School,KURRAJONG,2758.0,-33.50676,150.69826,562,68.37,260,31.63,822,115031300,Kurrajong Heights - Ebenezer,1GSYD,New South Wales,331.85
1768,NSW,Macquarie,1490,Lapstone,Lapstone Public School,LAPSTONE,2773.0,-33.7717,150.631,590,44.49,736,55.51,1326,124011450,Blaxland - Warrimoo - Lapstone,1GSYD,New South Wales,29.6935
1769,NSW,Macquarie,1780,Lawson,Lawson Public School,LAWSON,2783.0,-33.7216261,150.42848909999998,533,31.52,1158,68.48,1691,124011453,Lawson - Hazelbrook - Linden,1GSYD,New South Wales,46.8873
1770,NSW,Macquarie,1781,Leura,Leura Public School,LEURA,2780.0,-33.71131,150.33586,307,28.35,776,71.65,1083,124011452,Katoomba - Leura,1GSYD,New South Wales,40.8734
1771,NSW,Macquarie,1782,Leura Central,Morven Gardens Centre for Aged Care,LEURA,2780.0,-33.7139,150.344,205,37.68,339,62.32,544,124011452,Katoomba - Leura,1GSYD,New South Wales,40.8734
1772,NSW,Macquarie,1786,McGraths Hill,McGraths Hill Community Centre,MCGRATHS HILL,2756.0,-33.6156,150.835,649,68.9,293,31.1,942,115041301,Pitt Town - McGraths Hill,1GSYD,New South Wales,81.5516
1773,NSW,Macquarie,1787,Maraylya,Maraylya Public School,MARAYLYA,2765.0,-33.5931,150.916,356,76.89,107,23.11,463,115041301,Pitt Town - McGraths Hill,1GSYD,New South Wales,81.5516
1774,NSW,Macquarie,1493,Mount Riverview,Mt Riverview Public School,MOUNT RIVERVIEW,2774.0,-33.7298,150.63299999999998,714,50.57,698,49.43,1412,124011450,Blaxland - Warrimoo - Lapstone,1GSYD,New South Wales,29.6935
1775,NSW,Macquarie,1792,Mount Victoria,Mt Victoria Public School,MOUNT VICTORIA,2786.0,-33.590398,150.253908,174,34.12,336,65.88,510,124011449,Blackheath - Megalong Valley,1GSYD,New South Wales,139.2166
1776,NSW,Macquarie,1802,North Richmond,North Richmond Public School,NORTH RICHMOND,2754.0,-33.580928,150.717126,1360,62.16,828,37.84,2188,124041466,Richmond - Clarendon,1GSYD,New South Wales,74.6728
1777,NSW,Macquarie,1794,Oakville,Oakville Public School,OAKVILLE,2765.0,-33.6207,150.872,923,84.14,174,15.86,1097,115041301,Pitt Town - McGraths Hill,1GSYD,New South Wales,81.5516
1778,NSW,Macquarie,65193,Penrith MACQUARIE PPVC,3/535 High St,PENRITH,2750.0,-33.752620799999995,150.6945601,595,53.46,518,46.54,1113,124031464,Penrith,1GSYD,New South Wales,10.3941
1779,NSW,Macquarie,1797,Pitt Town,Pitt Town Public School,PITT TOWN,2756.0,-33.584,150.861,1359,79.29,355,20.71,1714,115041301,Pitt Town - McGraths Hill,1GSYD,New South Wales,81.5516
1780,NSW,Macquarie,1800,Richmond,Richmond Public School,RICHMOND,2753.0,-33.5993,150.757,1023,57.18,766,42.82,1789,124041466,Richmond - Clarendon,1GSYD,New South Wales,74.6728
1781,NSW,Macquarie,47782,Richmond PPVC,5/209-211 Windsor St,RICHMOND,2753.0,-33.5951176,150.74789730000003,4148,63.17,2418,36.83,6566,124041466,Richmond - Clarendon,1GSYD,New South Wales,74.6728
1782,NSW,Macquarie,1804,St Albans,School of Arts,ST ALBANS,2775.0,-33.2946,150.971,80,47.34,89,52.66,169,115031299,Bilpin - Colo - St Albans,1GSYD,New South Wales,2160.1601
1784,NSW,Macquarie,1805,Springwood,Springwood Baptist Church,SPRINGWOOD,2777.0,-33.701768,150.561583,379,34.55,718,65.45,1097,124011454,Springwood - Winmalee,1GSYD,New South Wales,69.6647
1785,NSW,Macquarie,8875,Springwood North,Ellison Public School,SPRINGWOOD,2777.0,-33.6902,150.586,817,43.9,1044,56.1,1861,124011454,Springwood - Winmalee,1GSYD,New South Wales,69.6647
1786,NSW,Macquarie,34038,Springwood PPVC,7/135-141 Macquarie Rd,SPRINGWOOD,2777.0,-33.69999,150.567117,3490,44.83,4295,55.17,7785,124011454,Springwood - Winmalee,1GSYD,New South Wales,69.6647
1787,NSW,Macquarie,1806,Springwood South,Springwood Public School,SPRINGWOOD,2777.0,-33.7055,150.57299999999998,500,39.28,773,60.72,1273,124011454,Springwood - Winmalee,1GSYD,New South Wales,69.6647
1788,NSW,Macquarie,14123,Sydney (Macquarie),Sydney Town Hall,SYDNEY,2000.0,-33.8730501,151.20645280000002,27,40.3,40,59.7,67,117031337,Sydney - Haymarket - The Rocks,1GSYD,New South Wales,4.2934
1789,NSW,Macquarie,1809,Valley Heights,Blue Mountains Grammar Preparatory School,VALLEY HEIGHTS,2777.0,-33.70387120000001,150.58068659999998,359,47.68,394,52.32,753,124011454,Springwood - Winmalee,1GSYD,New South Wales,69.6647
1790,NSW,Macquarie,57669,Vineyard East (Macquarie),Vineyard Public School,VINEYARD,2765.0,-33.6481,150.858,348,71.02,142,28.98,490,116021312,Riverstone - Marsden Park,1GSYD,New South Wales,79.421
1791,NSW,Macquarie,1811,Warrimoo,Warrimoo Public School,WARRIMOO,2774.0,-33.7273,150.599,308,35.28,565,64.72,873,124011450,Blaxland - Warrimoo - Lapstone,1GSYD,New South Wales,29.6935
1792,NSW,Macquarie,1812,Wentworth Falls,Wentworth Falls Public School,WENTWORTH FALLS,2782.0,-33.71436,150.37255,671,32.56,1390,67.44,2061,124011455,Wentworth Falls,1GSYD,New South Wales,21.0358
1793,NSW,Macquarie,1813,Wilberforce,Wilberforce Public School,WILBERFORCE,2756.0,-33.55852,150.83947,991,71.19,401,28.81,1392,115031300,Kurrajong Heights - Ebenezer,1GSYD,New South Wales,331.85
1794,NSW,Macquarie,1814,Windsor,The Deerubbin Centre,WINDSOR,2756.0,-33.6091899,150.8171314,471,52.8,421,47.2,892,124041467,Windsor - Bligh Park,1GSYD,New South Wales,22.73
1795,NSW,Macquarie,97408,Windsor PPVC,1-3/485 George St,WINDSOR,2756.0,-33.615,150.817222,2653,63.36,1534,36.64,4187,124041467,Windsor - Bligh Park,1GSYD,New South Wales,22.73
1796,NSW,Macquarie,1815,Windsor South,Windsor South Public School,SOUTH WINDSOR,2756.0,-33.6185,150.804,727,49.56,740,50.44,1467,124041467,Windsor - Bligh Park,1GSYD,New South Wales,22.73
1797,NSW,Macquarie,1816,Winmalee,Winmalee High School,WINMALEE,2777.0,-33.6751,150.615,840,48.0,910,52.0,1750,124011454,Springwood - Winmalee,1GSYD,New South Wales,69.6647
1798,NSW,Macquarie,1818,Woodford,Woodford Bush Fire Brigade,WOODFORD,2778.0,-33.7341,150.47,444,34.39,847,65.61,1291,124011453,Lawson - Hazelbrook - Linden,1GSYD,New South Wales,46.8873
1799,NSW,Macquarie,1819,Yarramundi,Yarramundi Community Centre,YARRAMUNDI,2753.0,-33.6359,150.66,181,68.82,82,31.18,263,124041468,Yarramundi - Londonderry,1GSYD,New South Wales,81.4359
1800,NSW,McMahon,65540,BLV McMahon PPVC,BLV McMahon,PARRAMATTA,2150.0,-33.8149686,151.00639109999997,13,48.15,14,51.85,27,125041492,Parramatta - Rosehill,1GSYD,New South Wales,8.4965
1801,NSW,McMahon,57628,Divisional Office (PREPOLL),Divisional Office,PARRAMATTA,2150.0,-33.8149755,151.0063881,63,44.68,78,55.32,141,125041492,Parramatta - Rosehill,1GSYD,New South Wales,8.4965
1802,NSW,McMahon,11939,Erskine Park,James Erskine Public School,ERSKINE PARK,2759.0,-33.8057,150.803,1164,51.12,1113,48.88,2277,124051469,Erskine Park,1GSYD,New South Wales,8.3944
1803,NSW,McMahon,83028,Erskine Park Central,Erskine Park High School,ERSKINE PARK,2759.0,-33.80850170000001,150.80375149999998,458,50.22,454,49.78,912,124051469,Erskine Park,1GSYD,New South Wales,8.3944
1804,NSW,McMahon,32481,Fairfield Central,Fairfield Public School,FAIRFIELD,2165.0,-33.867740000000005,150.95541,294,27.35,781,72.65,1075,127021515,Fairfield,1GSYD,New South Wales,4.2304
1805,NSW,McMahon,2337,Fairfield Heights,Fairfield Heights Public School,FAIRFIELD HEIGHTS,2165.0,-33.867,150.94799999999998,451,31.12,998,68.88,1449,127021516,Fairfield - West,1GSYD,New South Wales,4.6915
1806,NSW,McMahon,46744,Fairfield MCMAHON PPVC,Bing Lee Fairfield,FAIRFIELD,2165.0,-33.870765399999996,150.95436740000002,2962,27.97,7628,72.03,10590,127021515,Fairfield,1GSYD,New South Wales,4.2304
1807,NSW,McMahon,2339,Fairfield South,Fairvale Public School,FAIRFIELD,2165.0,-33.8767019,150.94129099999998,349,26.85,951,73.15,1300,127021515,Fairfield,1GSYD,New South Wales,4.2304
1808,NSW,McMahon,2340,Fairfield West (McMahon),Fairfield West Public School,FAIRFIELD WEST,2165.0,-33.868559999999995,150.92455,414,34.02,803,65.98,1217,127021516,Fairfield - West,1GSYD,New South Wales,4.6915
1809,NSW,McMahon,2341,Fairfield West Central,Fairvale High School,FAIRFIELD WEST,2165.0,-33.874464399999994,150.9299808,290,32.81,594,67.19,884,127021516,Fairfield - West,1GSYD,New South Wales,4.6915
1810,NSW,McMahon,2342,Greystanes,Greystanes Public School,GREYSTANES,2145.0,-33.8281535,150.9417595,1137,52.13,1044,47.87,2181,125031482,Greystanes - Pemulwuy,1GSYD,New South Wales,11.8487
1811,NSW,McMahon,2346,Greystanes Central,Holroyd High School,GREYSTANES,2145.0,-33.8341,150.951,451,52.02,416,47.98,867,125031482,Greystanes - Pemulwuy,1GSYD,New South Wales,11.8487
1812,NSW,McMahon,2353,Greystanes East,Ringrose Public School,GREYSTANES,2145.0,-33.8203,150.959,1094,55.03,894,44.97,1988,125031482,Greystanes - Pemulwuy,1GSYD,New South Wales,11.8487
1813,NSW,McMahon,2343,Greystanes North,Beresford Road Public School,GREYSTANES,2145.0,-33.81478189999999,150.94184130000002,949,50.21,941,49.79,1890,125031482,Greystanes - Pemulwuy,1GSYD,New South Wales,11.8487
1814,NSW,McMahon,2350,Greystanes North East,Pendle Hill Girl Guides Hall,GREYSTANES,2145.0,-33.8128,150.952,752,53.91,643,46.09,1395,125041588,Pendle Hill - Girraween,1GSYD,New South Wales,4.4615
1815,NSW,McMahon,2360,Greystanes South,Widemere Public School,GREYSTANES,2145.0,-33.8337,150.94,651,52.16,597,47.84,1248,125031482,Greystanes - Pemulwuy,1GSYD,New South Wales,11.8487
1816,NSW,McMahon,83783,Greystanes West,Greystanes High School,GREYSTANES,2145.0,-33.829688899999994,150.9467795,121,45.66,144,54.34,265,125031482,Greystanes - Pemulwuy,1GSYD,New South Wales,11.8487
1817,NSW,McMahon,2381,Guildford,Guildford Public School,GUILDFORD,2161.0,-33.8553985,150.9813992,529,36.01,940,63.99,1469,125031484,Guildford West - Merrylands West,1GSYD,New South Wales,5.4654
1818,NSW,McMahon,2382,Guildford East,St Mary's Anglican Church Hall,GUILDFORD,2161.0,-33.8546727,150.9884935,626,40.23,930,59.77,1556,125031483,Guildford - South Granville,1GSYD,New South Wales,6.7962
1819,NSW,McMahon,81102,Guildford North (McMahon),Granville South Public School,GUILDFORD,2161.0,-33.8488183,150.9961068,192,30.97,428,69.03,620,125031483,Guildford - South Granville,1GSYD,New South Wales,6.7962
