sa2_maincode_2016,p_tot_total,p_pgrad_deg_total,p_graddip_and_gradcert_total,p_bachdeg_total,p_advdip_and_dip_total,p_cert_iii_iv_total,p_cert_i_ii_total,p_cert_lev_tot_total,post_grad_degree_percent,post_grad_dip_cert_percent,bach_degree_percent,diploma_percent,certificate_percent,bach_post_grad_percent
109011175,5233,152,125,859,815,1884,131,2230,0.029046436078731128,0.02388687177527231,0.16415058283967132,0.15574240397477546,0.42614179247085804,0.21708389069367476
109011176,6342,149,118,759,824,2565,197,3031,0.023494165878271838,0.01860611794386629,0.11967833491012299,0.12992746767581204,0.47792494481236203,0.16177861873226113
109021177,1206,18,18,146,154,390,37,463,0.014925373134328358,0.014925373134328358,0.12106135986733002,0.12769485903814262,0.3839137645107794,0.15091210613598674
109021178,2602,45,57,348,332,896,66,1040,0.017294388931591083,0.021906225980015372,0.1337432744043044,0.12759415833973867,0.3996925441967717,0.17294388931591084
109021179,1418,26,21,171,153,471,35,547,0.018335684062059238,0.014809590973201692,0.12059238363892807,0.1078984485190409,0.3857545839210155,0.153737658674189
109031180,2457,47,46,303,306,944,66,1114,0.01912901912901913,0.018722018722018723,0.12332112332112333,0.12454212454212454,0.4533984533984534,0.16117216117216118
109031181,2934,56,57,359,378,1082,72,1273,0.0190865712338105,0.019427402862985686,0.1223585548738923,0.12883435582822086,0.4338786639400136,0.1608725289706885
109031182,3330,78,66,444,401,1158,83,1360,0.023423423423423424,0.01981981981981982,0.13333333333333333,0.12042042042042042,0.4084084084084084,0.17657657657657658
109031183,2867,52,47,414,424,929,72,1102,0.018137425880711544,0.01639344262295082,0.14440181374258806,0.14788978025810953,0.3843739100104639,0.17893268224625045
109031184,2591,59,69,440,358,936,43,1063,0.02277113083751447,0.026630644538788113,0.16981860285604014,0.1381705905055963,0.41026630644538786,0.21922037823234272
109031185,4296,61,74,576,530,1515,84,1759,0.014199255121042831,0.01722532588454376,0.1340782122905028,0.1233705772811918,0.4094506517690875,0.16550279329608938
110011186,11820,1607,517,2830,1391,2660,264,3314,0.1359560067681895,0.04373942470389171,0.23942470389170897,0.11768189509306261,0.28037225042301184,0.41912013536379017
110011187,1970,95,48,363,252,605,52,746,0.048223350253807105,0.024365482233502538,0.18426395939086293,0.12791878172588833,0.3786802030456853,0.2568527918781726
110011188,3057,212,94,577,444,929,80,1156,0.06934903500163558,0.030749100425253518,0.18874713771671572,0.1452404317958783,0.3781485116126922,0.28884527314360486
110011189,1492,33,35,232,204,442,41,552,0.022117962466487937,0.023458445040214475,0.1554959785522788,0.13672922252010725,0.3699731903485255,0.20107238605898123
110021190,3998,88,67,496,521,1247,128,1579,0.022011005502751375,0.0167583791895948,0.12406203101550775,0.1303151575787894,0.39494747373686845,0.16283141570785392
110021191,4821,70,90,711,571,1854,140,2208,0.014519809168222361,0.018668326073428748,0.14747977598008713,0.1184401576436424,0.4579962663347853,0.18066791122173823
110021192,2200,34,36,221,273,754,57,909,0.015454545454545455,0.016363636363636365,0.10045454545454545,0.12409090909090909,0.4131818181818182,0.13227272727272726
110021193,2470,34,44,340,313,821,61,983,0.013765182186234818,0.017813765182186234,0.13765182186234817,0.12672064777327935,0.3979757085020243,0.16923076923076924
110021194,3039,64,61,399,376,987,101,1217,0.021059559065482066,0.020072392234287594,0.13129318854886476,0.12372490950970715,0.4004606778545574,0.17242513984863442
110031195,3548,81,60,522,393,1086,87,1294,0.022829763246899663,0.016910935738444193,0.1471251409244645,0.11076662908680947,0.3647125140924464,0.18686583990980835
110031196,2178,35,53,344,301,585,51,707,0.016069788797061526,0.024334251606978878,0.15794306703397612,0.1382001836547291,0.3246097337006428,0.19834710743801653
110031197,3046,96,62,443,331,1075,73,1265,0.03151674326986211,0.020354563361785948,0.14543663821405123,0.10866710439921208,0.41529875246224557,0.19730794484569927
110031198,1935,26,34,308,222,561,50,693,0.013436692506459949,0.01757105943152455,0.1591731266149871,0.11472868217054263,0.3581395348837209,0.19018087855297158
110041199,3842,104,79,556,445,1423,112,1732,0.02706923477355544,0.02056220718375846,0.14471629359708485,0.11582509109838626,0.45080687142113485,0.19234773555439874
110041200,1764,17,30,252,250,627,48,725,0.00963718820861678,0.017006802721088437,0.14285714285714285,0.1417233560090703,0.41099773242630383,0.16950113378684808
110041201,3151,53,47,388,397,1080,114,1330,0.01682005712472231,0.014915899714376388,0.12313551253570296,0.12599174865122184,0.4220882259600127,0.15487146937480165
110041202,9083,254,207,1352,1331,3331,262,3996,0.027964328966200595,0.02278982714962017,0.14884949906418585,0.1465374876142244,0.4399427501926676,0.1996036551800066
110041203,7405,358,250,1587,992,2205,198,2681,0.048345712356515864,0.0337609723160027,0.21431465226198515,0.13396353814989873,0.36205266711681294,0.29642133693450373
110041204,1994,23,18,184,195,741,90,929,0.011534603811434303,0.009027081243731194,0.09227683049147442,0.09779338014042126,0.46589769307923773,0.11283851554663991
110041205,8522,218,173,1290,1188,3123,226,3702,0.02558084956582962,0.02030039896737855,0.15137291715559728,0.1394038957991082,0.4344050692325745,0.19725416568880544
111011206,8522,282,193,1542,1256,3304,203,3914,0.03309082375029336,0.02264726590002347,0.18094344050692326,0.14738324337010092,0.45928185871861066,0.23668153015724008
111011207,2542,55,47,351,366,1106,64,1294,0.021636506687647522,0.01848937844217152,0.13808025177025965,0.14398111723052714,0.5090479937057435,0.17820613690007867
111011208,11926,677,349,2902,1814,3948,247,4700,0.05676672815696797,0.029263793392587625,0.24333389233607244,0.15210464531276202,0.39409693107496224,0.32936441388562804
111011209,11211,614,320,2387,1634,4092,258,4809,0.05476763892605477,0.028543394880028543,0.21291588618321292,0.14574971010614576,0.428953706181429,0.29622691998929623
111011210,3567,93,72,456,504,1342,116,1636,0.02607232968881413,0.020185029436501262,0.127838519764508,0.14129520605550883,0.45864872441827864,0.1740958788898234
111011211,1788,109,64,431,266,548,23,644,0.06096196868008948,0.035794183445190156,0.24105145413870246,0.1487695749440716,0.36017897091722595,0.3378076062639821
111011212,5580,216,161,947,804,2162,122,2543,0.03870967741935484,0.028853046594982078,0.1697132616487455,0.14408602150537633,0.4557347670250896,0.23727598566308244
111011213,6449,478,226,1722,1113,1870,111,2276,0.07412001860753606,0.03504419289812374,0.2670181423476508,0.17258489688323772,0.35292293378818423,0.3761823538533106
111011214,6712,343,199,1469,1113,2245,145,2669,0.051102502979737785,0.02964839094159714,0.21886174016686533,0.16582240762812872,0.39764600715137066,0.2996126340882002
111021215,3942,111,90,559,545,1569,101,1851,0.02815829528158295,0.0228310502283105,0.14180618975139522,0.1382546930492136,0.469558599695586,0.19279553526128868
111021216,4301,199,113,703,743,1619,100,1946,0.04626830969541967,0.026272959776796095,0.16345036038130667,0.17275052313415484,0.4524529179260637,0.23599162985352243
111021217,6075,221,106,958,890,2659,134,3029,0.03637860082304527,0.017448559670781894,0.1576954732510288,0.14650205761316873,0.4986008230452675,0.21152263374485597
111021218,7481,391,159,1202,1094,2578,167,3118,0.05226573987434835,0.021253843069108408,0.16067370672370004,0.1462371340729849,0.41678919930490577,0.2341932896671568
111021219,6571,345,149,1207,971,2274,139,2737,0.05250342413635672,0.022675391873383046,0.18368589255821033,0.1477705067721808,0.41652716481509666,0.2588647085679501
111021220,4648,202,137,795,821,1817,104,2151,0.04345955249569707,0.029475043029259896,0.17104130808950085,0.17663511187607572,0.46277969018932874,0.24397590361445784
111021221,2773,63,39,298,367,1435,83,1652,0.02271907681211684,0.014064190407500902,0.10746483952398125,0.13234763793725207,0.5957446808510638,0.144248106743599
111031222,8017,624,285,2309,1310,2285,145,2746,0.07783460147187227,0.03554945740301858,0.28801297243357865,0.1634027691156293,0.3425221404515405,0.4013970313084695
111031223,3107,55,34,291,383,1410,117,1682,0.017701963308657868,0.010943031863533955,0.0936594785967171,0.12327003540392661,0.5413582233665916,0.12230447376890892
111031224,6420,581,265,1966,866,1484,103,1788,0.09049844236760124,0.04127725856697819,0.30623052959501557,0.13489096573208723,0.27850467289719627,0.43800623052959503
111031225,8451,759,328,2438,1312,2258,142,2697,0.08981185658501953,0.03881197491421134,0.28848656963672936,0.15524789965684535,0.31913383031593895,0.41711040113596026
111031226,5909,362,144,1183,912,2365,137,2725,0.061262480961245556,0.024369605686241327,0.20020308004738535,0.15434083601286175,0.4611609409375529,0.28583516669487224
111031227,7616,540,191,1823,1093,2344,182,2740,0.07090336134453781,0.025078781512605043,0.23936449579831934,0.14351365546218486,0.3597689075630252,0.33534663865546216
111031228,7866,826,319,2766,1174,1585,100,1924,0.10500889905924231,0.04055428426137808,0.3516399694889397,0.14924993643529114,0.24459699974574117,0.4972031528095601
111031229,7109,983,283,2585,822,1108,82,1363,0.13827542551695035,0.03980869320579547,0.3636235757490505,0.11562807708538472,0.191728794485863,0.5417076944717963
111031230,7,0,0,0,3,5,0,5,0.0,0.0,0.0,0.42857142857142855,0.7142857142857143,0.0
111031231,4745,445,80,1051,599,1418,139,1689,0.09378292939936776,0.01685985247629083,0.22149631190727082,0.1262381454162276,0.3559536354056902,0.3321390937829294
111031232,4032,175,81,638,506,1315,73,1556,0.043402777777777776,0.020089285714285716,0.15823412698412698,0.12549603174603174,0.38591269841269843,0.22172619047619047
111031233,9404,571,194,1947,1357,3132,216,3735,0.06071884304551255,0.02062951935346661,0.20703955763504892,0.14430029774564015,0.3971714164185453,0.2883879200340281
111031234,6248,384,179,1471,840,1857,140,2189,0.06145966709346991,0.028649167733674777,0.23543533930857874,0.13444302176696543,0.3503521126760563,0.32554417413572345
111031235,4640,428,184,1433,633,1141,75,1343,0.09224137931034483,0.039655172413793106,0.3088362068965517,0.13642241379310344,0.28943965517241377,0.44073275862068967
112011236,8751,302,235,1568,1277,2674,213,3280,0.034510341675237116,0.02685407382013484,0.17917952234030396,0.14592617986515827,0.37481430693635015,0.24054393783567593
112011237,8711,438,316,1917,1370,2636,156,3173,0.05028125358741821,0.0362759729078177,0.2200665824819194,0.1572724141889565,0.3642520950522328,0.3066238089771553
112011238,3248,236,110,896,528,650,35,786,0.07266009852216748,0.033866995073891626,0.27586206896551724,0.1625615763546798,0.2419950738916256,0.38238916256157635
112011239,4605,245,171,1019,773,1231,85,1489,0.053203040173724216,0.03713355048859935,0.2212812160694897,0.16786102062975028,0.3233441910966341,0.3116178067318133
112011240,5874,362,186,1557,779,1161,73,1419,0.06162751106571331,0.031664964249233915,0.26506639427987744,0.13261831801157645,0.24157303370786518,0.35835886959482466
112011241,2438,66,46,328,301,940,51,1097,0.027071369975389663,0.018867924528301886,0.13453650533223954,0.12346185397867104,0.4499589827727646,0.1804757998359311
112011242,4247,329,190,1233,665,1057,59,1284,0.07746644690369672,0.0447374617376972,0.2903225806451613,0.1565811160819402,0.30233105721685893,0.4125264892865552
112011243,4434,251,130,1035,693,1028,44,1228,0.05660802886783942,0.02931889941362201,0.2334235453315291,0.15629228687415425,0.2769508344609833,0.3193504736129905
112021244,4622,64,63,491,511,1875,192,2282,0.013846819558632626,0.013630463003028993,0.10623106880138468,0.11055819991345738,0.4937256598874946,0.1337083513630463
112021245,2985,48,56,346,369,1151,101,1378,0.016080402010050253,0.018760469011725293,0.11591289782244556,0.12361809045226131,0.46164154103852595,0.1507537688442211
112021246,6285,226,158,1271,810,2121,198,2621,0.03595863166268894,0.025139220365950676,0.2022275258552108,0.1288782816229117,0.417024661893397,0.26332537788385046
112021247,3318,88,87,517,460,1082,91,1337,0.02652200120554551,0.026220614828209764,0.15581675708257986,0.13863773357444242,0.4029535864978903,0.20855937311633513
112021248,7406,337,247,1490,889,2333,248,2872,0.04550364569268161,0.03335133675398326,0.20118822576289494,0.12003780718336483,0.3877936807993519,0.2800432082095598
112021249,8088,429,319,1798,1211,2325,162,2801,0.05304154302670623,0.039441147378832836,0.22230464886251236,0.14972799208704254,0.3463155291790307,0.3147873392680514
112031250,6712,333,213,1459,1069,1917,108,2265,0.04961263408820024,0.031734207389749705,0.21737187127532778,0.15926698450536353,0.33745530393325385,0.2987187127532777
112031251,4152,122,112,645,588,1395,109,1717,0.029383429672447014,0.02697495183044316,0.15534682080924855,0.1416184971098266,0.4135356454720617,0.21170520231213874
112031252,5032,195,158,911,757,1551,86,1830,0.038751987281399045,0.031399046104928455,0.18104133545310017,0.15043720190779014,0.3636724960254372,0.25119236883942764
112031253,6404,250,196,1231,962,2237,116,2605,0.039038101186758274,0.030605871330418487,0.19222361024359774,0.15021861336664585,0.40677701436602126,0.26186758276077454
112031254,9593,325,199,1432,1392,3218,214,3861,0.03387887000938184,0.02074429271343688,0.149275513395184,0.14510580631710623,0.40248097571145625,0.20389867611800272
112031550,7104,189,166,1096,1189,2652,138,3135,0.02660472972972973,0.023367117117117118,0.15427927927927929,0.16737049549549549,0.44130067567567566,0.20425112612612611
112031551,1558,65,51,344,262,559,27,650,0.0417201540436457,0.03273427471116817,0.220795892169448,0.1681643132220796,0.417201540436457,0.2952503209242619
112031552,3585,61,56,415,501,1334,84,1606,0.01701534170153417,0.015620641562064157,0.11576011157601115,0.1397489539748954,0.4479776847977685,0.14839609483960947
113011256,7988,242,158,1270,920,2641,171,3110,0.03029544316474712,0.019779669504256383,0.15898848272408614,0.11517275913870806,0.38933400100150223,0.20906359539308964
113011257,5104,89,91,754,581,1777,142,2142,0.01743730407523511,0.017829153605015673,0.14772727272727273,0.11383228840125392,0.4196708463949843,0.1829937304075235
113011258,4155,90,71,612,443,1479,123,1769,0.021660649819494584,0.017087845968712396,0.1472924187725632,0.10661853188929,0.42575210589651025,0.18604091456077015
113011259,2522,43,51,319,287,796,81,981,0.01704996034892942,0.020222045995241873,0.12648691514670896,0.11379857256145916,0.38897700237906424,0.16375892149088025
113021260,1597,31,36,191,196,528,43,626,0.019411396368190358,0.022542266750156543,0.11959924859110833,0.12273011897307451,0.3919849718221666,0.16155291170945524
113021261,2749,52,42,383,338,942,71,1116,0.018915969443433975,0.015278283012004365,0.1393233903237541,0.12295380138232084,0.40596580574754454,0.17351764277919243
113021262,2126,43,43,322,300,770,59,913,0.02022577610536218,0.02022577610536218,0.15145813734713076,0.14111006585136407,0.42944496707431795,0.19190968955785512
113031263,3307,68,64,440,477,1170,101,1447,0.020562443302086484,0.019352887813728455,0.13305110371938314,0.1442394919866949,0.43755669791351676,0.17296643483519805
113031264,1454,30,19,213,173,535,46,620,0.02063273727647868,0.013067400275103164,0.14649243466299863,0.11898211829436038,0.4264099037138927,0.18019257221458046
113031265,3186,46,37,319,270,851,92,1039,0.014438166980539862,0.011613308223477715,0.10012554927809166,0.0847457627118644,0.3261142498430634,0.12617702448210924
113031266,2712,38,62,423,314,1012,87,1223,0.014011799410029498,0.022861356932153392,0.15597345132743362,0.11578171091445427,0.45095870206489674,0.19284660766961653
113031267,7852,436,258,1674,1128,2771,196,3282,0.05552725420275089,0.03285787060621498,0.2131940906775344,0.1436576668364748,0.41798267957208357,0.30157921548650024
113031268,2086,141,58,531,271,656,44,767,0.06759348034515819,0.027804410354745925,0.2545541706615532,0.1299137104506232,0.36768935762224353,0.34995206136145734
113031269,9417,374,265,1888,1288,3525,262,4161,0.039715408304130825,0.028140596793033875,0.20048847828395455,0.13677391950727408,0.4418604651162791,0.26834448338111927
113031270,5893,371,148,1292,653,1786,182,2211,0.06295604955031393,0.025114542677753267,0.2192431698625488,0.11080943492278975,0.37519090446292214,0.307313762090616
113031271,6732,192,142,1100,873,2472,187,2939,0.0285204991087344,0.02109328579916815,0.16339869281045752,0.12967914438502673,0.4365715983363042,0.21301247771836007
114011272,5027,334,174,1061,784,1357,85,1664,0.06644121742590015,0.0346130893176845,0.21106027451760492,0.15595782773025663,0.3310125323254426,0.31211458126118957
114011273,1864,65,41,271,273,690,35,830,0.03487124463519313,0.021995708154506438,0.1453862660944206,0.14645922746781115,0.44527896995708155,0.20225321888412018
